;Unnamed: 0;Title;Artist;Year;0;has_lyrics;track_id;genre;language;instrumental;lyrics;sadness;joy;fear;disgust;anger;sentiment
826;826;Apologize;Timbaland Featuring OneRepublic;2008;54;1.0;14228042.0;Rock;English;0.0;"I'm holding on your rope
Got me ten feet off the ground
And I'm hearing what you say
But I just can't make a sound

You tell me that you need me
Then you go and cut me down, but wait
You tell me that you're sorry
Didn't think I'd turn around and say

That it's too late to apologize, it's too late
I said it's too late to apologize, it's too late";0.331826;0.04073;0.283439;0.124954;0.440417;-0.85798
827;827;I'm Still A Guy;Brad Paisley;2008;26;1.0;18598894.0;Country;English;0.0;"When you see a deer, you see Bambi
And I see antlers up on the wall
When you see a lake, you think picnics
And I see a largemouth up under that log

You're probably thinking that you're gonna change me
In some ways well, maybe you might
Scrub me down, dress me up
Ah but no matter what
Remember I'm still a guy

When you see a priceless French painting
I see a drunk naked girl
You think that riding a wild bull sounds crazy
And I'd like to give it a whirl
Well, love makes a man do some things he ain't proud of
And in a weak moment I might
Walk your sissy dog, hold your purse at the mall
But remember I'm still a guy";0.137931;0.646231;0.121068;0.121107;0.054612;0.775336
828;828;The Boss;Rick Ross Featuring T-Pain;2008;38;1.0;30461747.0;;English;0.0;"Ricky Ross (The Boss.)
T-Pain {J-J-J-J-J.R.!}
I got a fresh line-up (yea), a fresh outfit
Bout to have the parkin lot on smash
Plus I got a Chevy wit a fo'-fifty-fo' in the hood
That bitch got 125 on the dash (She like it gangsta
cause...)
(I'm the biggest boss that you seen thus far)
(I'm the - I'm the biggest boss that you seen thus far) - hey
(I'm the biggest boss that you seen thus far)
Cause it's just another day in the life of the goddamn boss
I don't make love, baby we make magic
Come home with a thug, let's get shit crackin
Always wear a (plastic), baby cause shit happens
She leaked the back seat, just a freak and a Magnum
Hopped out the Magnum, hopped in the Tre'
Just to let the top back and thank God for the day (hey!)
Who gives a fuck what a hater gotta say?
I made a couple million dollars last year dealin weight
(geah)
Still in the streets, strapped with them thangs";0.08325;0.128219;0.103612;0.020146;0.738499;-0.804701
829;829;Don't Stop The Music;Rihanna;2008;29;1.0;15387419.0;Pop;English;0.0;"Please don't stop the music
Please don't stop the music
Please don't stop the music
Please don't stop the music

It's gettin late
I'm making my way over to my favorite place
I gotta get my body moving shake the stress away
I wasn't looking for nobody when you looked my way
Possible candidate, yeah

Who knew
That you'd be up in here lookin like you do
You're makin' stayin' over here impossible
Baby, I must say your aura is incredible
If you dont have to go, don't

Do you know what you started? I just came here to party
But now we're rockin' on the dance floor acting naughty
Your hands around my waist, just let the music play
We're hand in hand, chest to chest, and now we're face to face

I wanna take you away
Let's escape into the music, DJ, let it play
I just can't refuse it, like the way you do this, keep on rockin to it
Please don't stop the, please don't stop the music

I wanna take you away
Let's escape into the music, DJ, let it play
I just can't refuse it, like the way you do this, keep on rockin to it
Please don't stop the, please don't stop

Please don't stop the music
";0.221461;0.39237;0.393322;0.063871;0.120167;0.339395
830;830;With You;Chris Brown;2008;39;1.0;16290468.0;Contemporary R&B;English;0.0;"And I need you, boo
I gotta see you, boo
And the hearts all over the world tonight
Said the hearts all over the world tonight
And I need you, boo, oh
I gotta see you, boo, hey
And the hearts all over the world tonight
Said the hearts all over the world tonight

Hey little mama, oh you're a stunner
Hot little figure, yes you're a winner
And I'm so glad to be yours
You're a class all your own
And oh little cutie, when you talk to me
I swear the whole world stops, you're my sweetheart
And I'm so glad that you're mine
You are one of a kind and

You mean to me what I mean to you
And together, baby there is nothing we won't do
'Cause if I got you,
I don't need money,
I don't need cars
Girl, you're my all and

Oh, I'm into you
And girl, no one else would do
'Cause with every kiss and every hug
You make me fall in love";0.254776;0.628534;0.122414;0.013818;0.031962;-0.93853
831;831;The Way That I Love You;Ashanti;2008;6;1.0;18746401.0;R&B/Soul;English;0.0;"After all of the times that we tried,
I found out we were living a lie

And after all of this love that we made,
I Know Now you don't love me the same
The way that I love
(The way that I love you)

The way that I love
(The way that I love you)
The way that I love
(The way that I love you)

I woke up kinda early today, and something told me from that moment it wouldn't be the same
Felt like you were hidin' something, but I didn't push it,
I didn't complain or say nothing
I tried to act like I didn't see it,
'cause deep down I know I didn't wanna believe it

There it was, it was you and her,
you left your sidekick on the night stand and I read
Everything you did and everything you said,
Now I'm standin' here lookin' like, ""Damn""

I thought it was you and I,
now all I gotta say is ""Why""?
After all of the times that we tried,
I found out we were living a lie";0.513652;0.113162;0.216737;0.01083;0.397564;0.307975
832;832;She Got It;2 Pistols Featuring T-Pain & Tay Dizm;2008;16;1.0;19237013.0;;English;0.0;"J.U.S.T.I.C.E. League

Yeah
2 Pistols
T-Pain
She got it

Ah-ah (Yeah, yeah)
Ah-ah (Yeah, yeah)
Hey!

I know she got it 'cause she lookin' at me like she want it (Want it)
She drop it low, maybe wanna throw some D's on it (Hey!)
Whatever it is, you can't stop it
'Cause she get low
When she on that pole
And that let's me know
She got it (She got it)
She got it (She got it)

She got it (She got it)

She got (She got it)
Oooh! (She got it)
She got it (She got it)
Whoa-oh (She got it)

Shawty
She got it

Excuse moi, let me talk to you for a second
Little mama so fine she got the whole squad sweatin' (Damn!)
""How you fit all that in them jeans?""
Was the question that I asked
Followed by ""Let me buy you a drink"" (Drink)
Young boss baby, I treat you
Treat you to the finer things
The neck bling, wrist bling
Wedding ring (Nah, I'm playin')
Might light ya neck or your wrist
But you gotta ride a nice dick and, uh
Take trips with the bricks (Hey yeah)
""She got it (She got it)
She got it""
That's what Pain said (She got it)
Them other niggas lame man, little mama, I got the game plan
2 Pistols, bein' your boss";0.038888;0.053728;0.005566;0.000638;0.094261;0.341604
834;834;No One;Alicia Keys;2008;7;1.0;17263457.0;Contemporary R&B;English;0.0;"I just want you close
Where you can stay forever
You can be sure
That it will only get better

You and me together through the days and nights
I don't worry 'cause everything's gonna be alright
People keep talking they can say what they like
But all I know is everything's gonna be alright
No one, no one, no one
Can get in the way of what I'm feelin'

No one, no one, no one
Can get in the way of what I feel for you
You, you
Can get in the way of what I feel for you";0.341885;0.485042;0.093803;0.022656;0.135054;0.471493
835;835;Feels Like Tonight;Daughtry;2008;5;1.0;14139275.0;Pop;English;0.0;"You, you got me thinking it'll be alright
You, you told me, ""Come and take a look inside""
You believed me, every single lie
But I, I failed you this time

And it feels like tonight
I can't believe I'm broken inside
Can't you see that there's nothing that I wanna do
But try to make it up to you
And it feels like tonight, tonight

I was waiting for the day you'd come around
I was chasing, but nothing was all I found";0.702298;0.030223;0.166989;0.106018;0.294093;-0.606971
836;836;Our Song;Taylor Swift;2008;3;1.0;5605031.0;Country;English;0.0;"I was ridin' shotgun with my hair undone
In the front seat of his car
He's got a one-hand feel on the steering wheel
The other on my heart
I look around, turn the radio down
He says, ""Baby, is something wrong?""
I say, ""Nothing, I was just thinking how we don't have a song""
And he says

Our song is the slamming screen door
Sneakin' out late, tapping on your window
When we're on the phone and you talk real slow
'Cause it's late, and your mama don't know
Our song is the way you laugh
The first date; ""Man, I didn't kiss her, and I should have""
And when I got home, 'fore I said ""Amen""
Asking God if he could play it again
";0.5196;0.252086;0.237233;0.070805;0.148019;-0.947084
837;837;You're Gonna Miss This;Trace Adkins;2008;2;1.0;19019780.0;Country;English;0.0;"She was staring out the window, of their SUV
Complaining, saying I can't wait to turn 18
She said I'll make my own money, and I'll make my own rules
Mama put the car in park out there in front of the school
And she kissed her head, and said I was just like you

You're gonna miss this, you're gonna want this back
You're gonna wish these days, hadn't gone by so fast
These are some good times, so take a good look around
You may not know it now, but you're gonna miss this
";0.588709;0.229208;0.186271;0.069843;0.110187;-0.819958
838;838;I Gotta Feeling;The Black Eyed Peas;2009;548;1.0;14297591.0;Pop;English;0.0;"I gotta feeling
That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night
A feeling, woohoo

That tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night
A feeling

Tonight's the night, let's live it up
I got my money, let's spend it up
Go out and smash it like oh my God
Jump off that sofa, let's get, get off

I know that we'll have a ball
If we get down and go out and just lose it all
I feel stressed out, I wanna let it go
Let's go way out spaced out and losing all control

Fill up my cup, Mazel Tov
Look at her dancing, just take it off
Let's paint the town, we'll shut it down
Let's burn the roof, and then we'll do it again

Let's do it, let's do it, let's do it, let's do it
And do it and do it, let's live it up
And do it and do it and do it, do it, do it";0.388895;0.398299;0.162611;0.028565;0.162722;0.99909
839;839;Party In The U.S.A.;Miley Cyrus;2009;98;1.0;17503237.0;Pop;English;0.0;"I hopped off the plane at LAX
With a dream and my cardigan
Welcome to the land of fame excess (woah)
Am I gonna fit in?
Jumped in the cab, here I am for the first time
Look to my right, and I see the Hollywood sign
This is all so crazy
Everybody seems so famous

My tummy's turnin' and I'm feelin' kinda home sick
Too much pressure and I'm nervous
That's when the taxi man turned on the radio
And a Jay-Z song was on
And a Jay-Z song was on
And a Jay-Z song was on

So I put my hands up
They're playing my song, the butterflies fly away
I'm noddin' my head like, yeah
Movin' my hips like, yeah
I got my hands up, they're playing my song
They know I'm gonna be okay
Yeah, it's a party in the U.S.A.
Yeah, it's a party in the U.S.A.";0.277978;0.381057;0.408157;0.032737;0.047696;-0.365701
840;840;Down;Jay Sean Featuring Lil Wayne;2009;201;1.0;34706283.0;R&B/Soul;English;0.0;"Baby, are you down, down, down, down, down?
Down, down
Even if the sky is falling down?
Down, down

You oughta know
Tonight is the night to let it go
Put on a show
I wanna see how you lose control

So leave it behind
'Cause we have a night to get away
So come on and fly with me
As we make our great escape

So baby, don't worry
You are my only
You won't be lonely
Even if the sky is falling down
You'll be my only
No need to worry

Baby, are you down, down, down, down, down?
Down, down
Baby, are you down, down, down, down, down?
Down, down
Even if the sky is falling down?

Just let it be";0.205324;0.697354;0.435633;0.112101;0.027386;-0.659641
841;841;You Belong With Me;Taylor Swift;2009;510;1.0;17170442.0;Pop;English;0.0;"You're on the phone with your girlfriend—she's upset
She's going off about something that you said
'Cause she doesn't get your humor like I do.

I'm in the room, it's a typical Tuesday night.
I'm listening to the kind of music she doesn't like.
And she'll never know your story like I do

But she wears short skirts
I wear t-shirt
She's cheer captain
And I'm on the bleachers

Dreaming about the day when you wake up and find
That what you're looking for has been here the whole time.

If you could see
That I'm the one
Who understands you
Been here all along
So, why can't you see
You belong with me
You belong with me?

Walk in the streets with you in your worn out jeans
I can't help thinking this is how it ought to be.
Laughing on a park bench thinking to myself";0.481383;0.582994;0.158489;0.102077;0.125321;-0.495236
842;842;Run This Town;Jay-Z, Rihanna & Kanye West;2009;94;1.0;80876413.0;;English;0.0;"Feel it comin' in the air
Hear the screams from everywhere
I'm addicted to the thrill
It's a dangerous love affair
Can't be scared when it goes down
Got a problem, tell me now
Only thing that's on my mind
Is who's gon' run this town tonight (everybody bounce, come on)
Is who's gon' run this town tonight
We gon' run this town

We are
Yeah I said it
We are
This is Roc Nation
Pledge your allegiance
Get your fatigues on
All black everything
Black cards, black cars
All black everything
And our girls are blackbirds
Ridin' with they Dillingers
I get more in depth
If you boys really real enough
This is La Familia
I'll explain later
But for now let me get back to this paper
I'm a couple bands down and I'm tryin' to get back
I gave Doug a grip, I lost a flip for five stacks
Yeah I'm talkin' five comma six zeros dot zero
Here Doug
Back to runnin' circles 'round niggas
Now we squared up
Hold up

Life's a game but it's not fair
I break the rules so I don't care
So I keep doin' my own thing
Walkin' tall against the rain
Victory's within the mile
Almost there, don't give up now
Only thing that's on my mind
Is who's gon' run this town tonight";0.35689;0.434213;0.178839;0.035505;0.144644;-0.855123
843;843;Use Somebody;Kings Of Leon;2009;449;1.0;7562165.0;Alternative;English;0.0;"I've been roaming around
Always looking down at all I see
Painted faces, fill the places I can't reach

You know that I could use somebody
You know that I could use somebody

Someone like you, and all you know, and how you speak
Countless lovers under cover of the street

You know that I could use somebody
You know that I could use somebody";0.359337;0.136976;0.131522;0.235681;0.178318;-0.412354
844;844;Best I Ever Had;Drake;2009;549;1.0;18418588.0;Hip Hop/Rap;English;0.0;"You know alot of girls be
Thinkin' my songs are about them, but

This is not to get confused
This one's for you
Baby, you my everything
You all I ever wanted
We could do it real big
Bigger than you ever done it
You'll be up on everything
Other hoes ain't ever on it
I want this forever
I swear I can spend whatever on it
'Cause she hold me down
Every time I hit her up

When I get right

I promise that we gon' live it up
She made me beg for it

'Til she give it up
And I say the same thing every single time
I say you the fuckin' best
You the fuckin' best
You the fuckin' best
You the fuckin' best
You the best I ever had
Best I ever had
Best I ever had
Best I ever had
I say you the fuckin'...
Know you got a roommate
Call me when there's no one there
Put the key under the mat
You know I'll be over there
(Yup!) I'll be over there
Shorty, I'll be over there
I'll be hittin' all the spots that you ain't even know was there
And you don't even have to ask twice

You could have my heart or we can share it like the last slice
Always felt like you was so accustomed to the fast life
Have a nigga thinkin' that he met you in a past life

Sweatpants hair tied chillin' with no make-up on
That's when you're the prettiest
I hope that you don't take it wrong
You don't even trip when friends say
You ain't bringin' Drake along";0.426083;0.24886;0.046435;0.028979;0.444853;-0.63754
845;845;Knock You Down;Keri Hilson Featuring Kanye West & Ne-Yo;2009;603;1.0;33236997.0;R&B/Soul;English;0.0;"Heh... not again...
Oh... this ain't supposed to happen to me...

Keep rockin', and keep knockin'
Whether you Louis Vuitton-ed up or Reebok-in'
You see the hate, that they're servin' on a platter
So what we gon' have - dessert or disaster?

I never thought I'd... be in love like this
When I look at you my mind goes on a trip
And you came in... and knocked me on my face
Feels like I'm in a race
But I... already won first place

I never thought I'd... fall for you as hard as I did
(As hard as I did, yeah)
You got me thinkin' about our life, our house and kids (yeah)
Every morning I look at you and smile
Cause boy you came around and you knocked me down... knocked me down

Sometimes love comes around
And it knocks you down
Just get back up
When it knocks you down (knocks you down)
Sometimes love comes around
And it knocks you down
Just get back up
When it knocks you down (Knocks you down)

I've never thought I
Would hear myself say (ooh)
Ya'll go ahead
I think I'm gonna kick it with my girl today (Kick it with my girl today)
I used to be commander and chief
Of my pimp ship flyin' high (flyin' high)
'Til I met this pretty little missile who shot me out the sky (oh shot me out the sky)";0.429368;0.575416;0.1283;0.082685;0.409008;-0.728375
846;846;Good Girls Go Bad;Cobra Starship Featuring Leighton Meester;2009;289;1.0;16323678.0;;English;0.0;"I make them good girls go bad
I make them good girls go
Good girls go bad, good girls go bad
I know your type, you're daddy's little girl
Just take a bite
(One bite)
Let me shake up your world
'Cause just one night couldn't be so wrong
I'm gonna' make you lose control

She was so shy 'till I drove her wild
I make them good girls go bad
I make them good girls go bad
You were hanging in the corner with your five best friends
You heard that I was trouble but you couldn't resist
I make them good girls go bad
I make them good girls go
Good girls go bad, bad, bad";0.596772;0.024626;0.399963;0.087188;0.231983;-0.671815
847;847;Hotel Room Service;Pitbull;2009;209;1.0;86706749.0;;English;0.0;"I want everybody to stop what they're doing.
Now if you know you're with somebody you're
gonna take the hotel room tonight, make some noise...
Meet me at the hotel room [
Forget about your boyfriend and meet me at the hotel room,
you can bring your girlfriends and meet me at the hotel room. [
We at the hotel, motel, holiday inn. [
She like that freaky stuff, 2 in the oh! and 1 in the ah!,
that kinky stuff, you nasty,";0.135905;0.540986;0.215526;0.18454;0.466132;0.441885
848;848;Obsessed;Mariah Carey;2009;259;1.0;14333741.0;Pop;English;0.0;"I was like, ""Why are you so obsessed with me?""
So, oh, oh, oh, oh
So, oh, oh, oh, oh
So, oh, oh, oh, oh
So, oh, oh, oh, oh
Will the real MC, please, step to the mic?
So, oh, oh, oh, oh
So, oh, oh, oh, oh
So, oh, oh, oh, oh
So, oh, oh, oh, oh

All up in the blogs
Saying we met at the bar
When I don't even know who you are
Saying we up in your house
Saying I'm up in your car
But you in LA and I'm out at Jermaine's
I'm up in the A
You so so lame
And no one here even mentions your name
It must be the weed, it must be the E
'Cause you've beem popping hood
You get it popping

Oh, why you so obsessed with me (boy, I wanna know)
Lying that you're sexing me (when everybody knows)
It's clear that you're upset with me
Finally found a girl that you couldn't impress
Last man on the earth still couldn't hit this

You're delusional, you're delusional
Boy you're losing your mind
It's confusing yo, you're confused you know
Why you're wasting your time?
Got you all fired up with your Napoleon complex
Seeing right through you like you're bathing in Windex
Boy why you so obsessed with me?

So, oh, oh, oh, oh";0.288251;0.01627;0.166965;0.11723;0.687274;-0.70143
849;849;She Wolf;Shakira;2009;173;1.0;15635548.0;House;English;0.0;"SOS, she's in disguise
SOS, she's in disguise
There's a she wolf in disguise
Coming out, coming out, coming out

A domesticated girl, that's all you ask of me
Darling, it is no joke, this is lycanthropy
The moon's awake now, with eyes wide open
My body's craving, so feed the hungry

I've been devoting myself to you Monday to Monday and Friday to Friday
Not getting enough retribution or decent incentives to keep me at it
I'm starting to feel just a little abused like a coffee machine in an office
So I'm gonna go somewhere cozy to get me a lover and tell you all about it

There's a she wolf in the closet";0.294291;0.536118;0.144212;0.012834;0.114985;0.394312
850;850;Boom Boom Pow;The Black Eyed Peas;2009;593;1.0;14297587.0;Pop;;0.0;"Gotta get that
Gotta get that
Gotta get that
Gotta get that that that that that

Boom boom boom (gotta get that)
Boom boom boom (gotta get that)
Boom boom boom (gotta get that)
Boom boom boom (gotta get that)

Boom boom boom (that)
Boom boom boom (that)
Boom boom boom, boom boom

Yo, I got that hit that beat the block
You can get that bass on below
I got that rock and roll
That future flow

That digital spit
Next-level visual shit
I got that (boom boom boom)
How the beat bang (boom boom boom)

I like that boom boom pow
Them chickens jockin' my style
They try to copy my swagger
I'm on that next shit now

I'm so three thousand and eight
You so two thousand and late
I got that boom boom boom
That future boom boom boom
Let me get it now

Boom boom boom (gotta get that)
Boom boom boom (gotta get that)
Boom boom boom (gotta get that)
Boom boom boom (gotta get that)";0.032725;0.070222;0.041823;0.001366;0.053945;-0.926028
851;851;Waking Up In Vegas;Katy Perry;2009;511;1.0;14252029.0;Pop;English;0.0;"You gotta help me out
It's all a blur last night
We need a taxi 'cause you're hung-over and I'm broke
I lost my fake ID but you lost the motel key
Spare me your freakin' dirty looks
Now don't blame me
You want to cash out
And get the hell out of town

Don't be a baby
Remember what you told me
Shut up and put your money where your mouth is
That's what you get for waking up in Vegas
Get up and shake the glitter off your clothes, now
That's what you get for waking up in Vegas
";0.467139;0.007033;0.169378;0.185335;0.547584;-0.963835
852;852;Fire Burning;Sean Kingston;2009;558;1.0;14314823.0;Pop;English;0.0;"Somebody call 9-1-1
Shawty fire burning on the dance floor (woah)
(Fire burning)
What a guann?
(Fire burning)
Kingston
Let's go, hey (Hey, hey)
Red One (Hey)
Hey, Hey (Hey)

Shawty got that super thing
Hotter than the sun of South of Spain
Got me soon as I walked through the door, oh
My pocket started tickle-ing
The way she dropped it low that thang
Got me wanna spend my money on her, her

She get it, pop it, lock it, drop it
That birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black cord and my jewelry
Shawty is cool like the fire, cool like fire

Somebody call 9-1-1
Shawty fire burning on the dance floor (woh-oha)
I gotta cool her down";0.16706;0.534415;0.036623;0.043364;0.306039;-0.894341
853;853;Battlefield;Jordin Sparks;2009;302;1.0;8638483.0;Pop;English;0.0;"Don't try to explain your mind
I know what's happening here
One minute it's love
And suddenly it's like a battlefield

One word turns into a war
Why is it the smallest things that tear us down
My world's nothing when you're gone
I'm out here without a shield, can't go back now

Both hands tied behind my back for nothing, oh no
These times when we climb so fast to fall again
Why we gotta fall for it now

I never meant to start a war
You know I never wanna hurt you
Don't even know we're fighting for
Why does love always feel like a battlefield (Battlefield)
A battlefield (Battlefield)
A battlefield (Battlefield)
Why does love always feel like a battlefield (Battlefield)
A battlefield (Battlefield)
A battlefield (Battlefield)
Why does love always feel like

Can't swallow our pride
Neither of us wanna raise that flag, mm
If we can't surrender";0.458108;0.102385;0.219913;0.009034;0.157044;-0.990227
854;854;Break Up;Mario Featuring Gucci Mane & Sean Garrett;2009;133;1.0;58497693.0;;English;0.0;"Featuring Iggy Azalea

Lamborghini Mercy, your chick, she so thirsty
I'm in that two seat Lambo with your bitch, she tryna jerk me

Drop it to the floor, make that dick shake
My homegirl slurp it like a milkshake
All you niggas want some nick-cake
If you eat ass, I got a thick plate
Weezy, weezy don't we do this very easy
I came from Trinidad on a temporary visay
Coz motherfuckers now put them hex on bitches
I fuck a bitch open like I'm sexin' bitches
Tic tac toe, then I put the X on bitches
Point game I score, who's next you bitches?
Coz all you niggas fake, and all you niggas broke
So all you niggas fuck you, all you niggas choke
‘Cause all you do is boastin', argue up a holster
All you niggas toast ‘cause all you deepthroat, word
Fuck your Lambo, fuck your Merc
I got more money in my fuckin' purse";0.163894;0.007201;0.073689;0.397044;0.712012;-0.996611
855;855;LoveGame;Lady Gaga;2009;549;1.0;15476782.0;Electronic;English;0.0;"Let's have some fun, this beat is sick
I wanna take a ride on your disco stick
Let's have some fun, this beat is sick
I wanna take a ride on your disco stick

I wanna kiss you
But if I do, then I might miss you, babe
It's complicated and stupid
Got my ass squeezed by sexy Cupid
Guess he wants to play, wants to play
A LoveGame, a LoveGame

Hold me and love me
Just wanna touch you for a minute
Maybe three seconds is enough for my heart to quit it

Let's have some fun, this beat is sick
I wanna take a ride on your disco stick
Don't think too much, just bust that kick
I wanna take a ride on your disco stick

Let's play a LoveGame, play a LoveGame
Do you want love, or you want fame?
Are you in the game?
Dans the LoveGame

Let's play a LoveGame, play a LoveGame
Do you want love, or you want fame?
Are you in the game?";0.228585;0.088334;0.066593;0.256824;0.665321;-0.585281
856;856;I Know You Want Me (Calle Ocho);Pitbull;2009;544;1.0;74554937.0;Pop;English;0.0;"Haha
It's Mr. 305 checkin' in for the remix
You know that S 75 Street Brazil?
Well this year gon be called Calle Ocho
Hahahaha
Que ola cata, Que ola omega
And this how we gon do it
Dale
One-two-three-four
Uno-dos-tres-cuatro
I know you want me (want me)
You know I want cha (want cha)
I know you want me
You know I want cha (want cha)
I know you want me (want me)
You know I want cha (want cha)
I know you want me
You know I want cha (want cha)
(Hahaha)
One-two-three-four
Uno-dos-tres-cuatro
Rumba (Si)
Ella quiere su Rumba (Como?)
Rumba (Si)
Ella quiere si Rumba (Como?)
Si e' verdad que tu ere guapa
Yo te voy a poner gozar
Tu tiene la boca grande
Dale ponte a jugar (Como)
One-two-three-four
Uno-dos-tres-cuatro (Woooo-ooo!)
6 to tha clock, on my way to the top uh
Pit got it locked from brews to the locker
All I.P uh, big and packer
That he's not, but damn he's hot
Label fly but Pit wont stop
Got her in the car, quit playin' with his (Como?)";;;;;;
858;858;Send It On;Disney's Friends For Change;2009;61;1.0;32109445.0;;English;0.0;"A word's just a word
'Til you mean what you say
And love isn't love
'Til you give it away
We've all gotta give
Yes, something to give
To make a change
Send it on, on and on

Just one that can heal another
Be a part, reach a heart

Just one spark starts a fire
With one little action
The chain reaction will never stop
Make it strong
Shine a light, and send it on

Just smile, and the world

(Just smile, and the world)
Will smile along with you
That small act of love";0.055463;0.919232;0.005872;0.005899;0.012136;0.849454
859;859;Throw It In The Bag;Fabolous Featuring The-Dream;2009;74;1.0;32071231.0;Hip Hop/Rap;English;0.0;"Fabolous:]
Girl you know what it is
ATL
Just throw it in the bag (radio killer)
Wass up fabo

Now I know you ain't over there starin at my girl
Yea I know you ain't over there starin at my girl
Nigga I know you don't call yourself holla'n at my girl
I know you don't call yourself holla'n at my girl
Keepin that baton, Louie Vuitton
Gucci down to her feet, Yup just like me.
I'm the one, with them ones.
Fuck the price on the tag
Just throw it in the bag.

Un-huh un-huh un-huh
Just throw it in the bag
Un-huh un-huh un-huh
Just throw it in the bag

Look at price tags
Where they do that at
Heard that in ATL
When you in ATL
Just ask my baby girl
I treat that lady well";0.157768;0.022765;0.00851;0.641059;0.420834;-0.706225
860;860;No Surprise;Daughtry;2009;183;1.0;13563085.0;Rock;English;0.0;"And I hope...
And I hope...

I've practiced this for hours, gone 'round and 'round
And now I think that I've got it all down
And as I say it louder I love how it sounds
'Cause I'm not taking the easy way out
Not wrapping this in ribbons
Shouldn't have to give a reason why

It's no surprise, I won't be here tomorrow
I can't believe that I stayed till today
Yeah, you and I will be a tough act to follow
But I know in time we'll find this was no surprise

It came out like a river once I let it out
When I thought that I wouldn't know how
Held onto it forever just pushing it down
Felt so good to let go of it now
Not wrapping this in ribbons
Shouldn't have to give a reason why";0.364646;0.465002;0.202697;0.008243;0.082088;0.40338
861;861;Whatcha Say;Jason Derulo;2009;27;1.0;14343225.0;Pop;English;0.0;"Wha-wha-wha-wha-what did she say?
Whatcha say
That you only meant well?
Well, of course you did
Mmh whatcha say (Jason Derulo)
Mmh that it's all for the best?
Of course it is

I was so wrong for so long
Only tryin' to please myself (myself)
Girl I was caught up in her lust
When I don't really want no one else

So no, I know
I should of treated you better
But me and you were meant to last forever
So let me in (let me in)
Give me another chance (another chance)
To really be your man

'Cause when the roof cave in
And the truth came out
I just didn't know what to do
But when I become a star we'll be living so large
I'll do anything for you

So tell me girl
Whatcha say
Mmh that you only meant well?
Well, of course you did
Mmh whatcha say (oh whatcha say, whatcha say)
Mmh that it's all for the best?
Of course it is

Mmh whatcha say
Mmh that you only meant well?";0.524889;0.630581;0.126673;0.053483;0.110486;-0.305824
862;862;Every Girl;Young Money;2009;381;1.0;16299739.0;;English;0.0;"Tha Biz, The Bizness

Uh, I like a long haired, thick redbone
Open up her legs, then filet mignon that pussy
I'ma get in and on that pussy
If she let me in, I'ma own that pussy
Gon' throw it back and bust it open like you 'posed to
Girl, I got that dope dick, now come here let me dope you
You gon' be a dope fiend, your friends should call you Dopey
Tell 'em keep my name out they mouth if they don't know me
Hah, but you can call me Tunechi
I'll fuck the whole group, baby, I'm a groupie
My sex game is stupid, my head is the dumbest
I promise, I should be hooked on Phonics
Hah, but anyway, I think you're bionic
And I don't think you're beautiful, I think you're beyond it
And I just wanna get behind it and watch you
(Back it up and dump it, ba-back it up and dump it)

Cause we like her, and we like her too
And we like her, and we like her too
And we like her, and we like her too
And we like her, and she like us too, and ohhh
I wish I could fuck every girl in the world
I wish I could fuck every girl in the world
I wish I could fuck every girl in the world
Ohhhhh-ohh-ohh

Yeah, alright
She be jumpin' up and down, tryna fit that ass in
Took her half an hour just to get that belt to fasten
All they wanna talk about is partyin' and fashion
Every single night I have a dream that I am smashin' them all";0.477609;0.023511;0.130583;0.223813;0.511913;-0.592832
863;863;Love Drunk;Boys Like Girls;2009;109;1.0;17968001.0;Alternative;English;0.0;"Top down in the summer sun
The day we met was like a hit-and-run
And I still taste it on my tongue

The sky was burning up like fireworks
You made me want you oh so bad it hurt
But girl, in case you haven't heard

I used to be love drunk but now I'm hung-over
I'll love you forever, forever is over
We used to kiss all night, now it's just a bar fight
So don't call me crying, say hello to goodbye

'Cause just one sip would make me sick
I used to be love drunk but now I'm hung-over
I'll love you forever but now it's over
";0.743967;0.093514;0.082841;0.174439;0.114314;-0.475786
864;864;21 Guns;Green Day;2009;190;1.0;30782180.0;Alternative;English;0.0;"Do you know what's worth fighting for?
When it's not worth dying for
Does it take your breath away?
And you feel yourself suffocating

Does the pain weigh out the pride?
And you look for a place to hide
Did someone break your heart inside?
You're in ruins

One, twenty-one guns
Lay down your arms, give up the fight
One, twenty-one guns
Throw up your arms into the sky, you and I

When you're at the end of the road";0.466449;0.005771;0.292165;0.248278;0.38634;-0.890865
865;865;New Divide;Linkin Park;2009;353;1.0;17441174.0;Electronic;English;0.0;"I remembered black skies
The lightning all around me
I remembered each flash
As time began to blur
Like a startling sign
That fate had finally found me
And your voice was all I heard
That I get what I deserve

So give me reason
To prove me wrong
To wash this memory clean
Let the floods cross the distance in your eyes
Give me reason
To fill this hole
Connect the space between
Let it be enough to reach the truth that lies
Across this new divide";0.48948;0.346292;0.102261;0.041869;0.131806;-0.656833
